B_0001,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio 
B_2595,Stalingrad,51,R,Action & Adventure;Art House & International;Drama,Fyodor Bondarchuk;Fedor Bondarchuk,Ilya Tilkin;Sergei Snezhkin,675129,2014-02-28,135,Sony Pictures
B_2596,Chlorine,8,NOT RATED,Comedy;Drama,Jay Alaimo,Jay Alaimo;Matt Fiorello;Matthew Fiorello,NA,2014-02-28,93,Gravitas Ventures
B_2597,American Jesus,57,NOT RATED,Documentary;Special Interest,Aram Garriga,Aram Garriga;Xavi Prat,NA,2014-05-14,77,Glass Eye Pix
B_2598,Mischief Night,100,R,Comedy;Drama;Kids & Family;Mystery & Suspense,Penny Woolcock,Penny Woolcock,NA,NA,87,SpectiCast
B_2599,A New Leaf1971,100,G,Classics;Comedy;Romance,Elaine May,Elaine May,NA,1971-03-11,102,
B_2600,The Easy Life (Il sorpasso)1962,86,PG,Art House & International;Comedy;Drama,Dino Risi;Lucio Pellegrini,Ruggero Maccari;Ettore Scola;Dino Risi,NA,1962-01-01,103,
B_2601,The Strange Woman (1946),40,NOT RATED,Drama;Mystery & Suspense,Edgar G. Ulmer,Herb Meadow,NA,1946-10-25,100,Film Chest
B_2602,Labor Day,34,PG-13,Drama;Romance,Jason Reitman,Jason Reitman,13362308,2014-01-31,110,Paramount Pictures
B_2603,Gambit,17,PG-13,Action & Adventure;Comedy;Drama;Mystery & Suspense,Michael Hoffman,Ethan Coen;Joel Coen,689042,NA,89,
B_2604,Bettie Page Reveals All,73,R,Documentary;Special Interest,Mark Mori,Doug Miller,102378,2013-11-22,101,Music Box Films
B_2605,The Best Offer,55,R,Art House & International;Drama;Romance,Giuseppe Tornatore,Giuseppe Tornatore,85433,2014-01-01,131,IFC Films
B_2606,Escape From Tomorrow,55,NOT RATED,Drama;Horror;Mystery & Suspense;Science Fiction & Fantasy,Randy Moore,Randy Moore,169719,2013-10-11,90,FilmBuff
B_2607,Wrong Cops,50,NOT RATED,Comedy;Drama,Quentin Dupieux,Quentin Dupieux,NA,2013-12-20,82,IFC Films
B_2608,The Legend of Hercules,3,PG-13,Action & Adventure;Science Fiction & Fantasy,Renny Harlin,Sean Hood;Daniel Giat,14739982,2014-01-10,99,Lionsgate Films
B_2609,These Birds Walk,96,NOT RATED,Documentary;Special Interest,Bassam Tariq;Omar Mullick,NA,NA,2013-11-01,72,Oscilloscope
B_2610,Black Nativity,51,PG,Drama;Musical & Performing Arts;Faith & Spirituality,Kasi Lemmons,Kasi Lemmons,4894004,2013-11-27,92,Fox Searchlight
B_2611,La Maison De La Radio,62,NOT RATED,Documentary;Special Interest,Nicolas Philibert,NA,8060,2013-09-04,99,Kino Lorber Films
B_2612,Dear Mr. Watterson,64,NOT RATED,Documentary;Musical & Performing Arts,Joel Allen Schroeder,NA,15428,2013-11-15,90,Gravitas Ventures
B_2613,Copperhead,21,PG-13,Drama,Ronald F. Maxwell,Bill Kaufmann;Bill Kauffman,171740,2013-06-28,117,The Film Collective
B_2614,The Nut Job,11,PG,Animation;Comedy,Peter Lepeniotis,Lorne Cameron;Peter Lepeniotis,NA,2014-01-17,86,Open Road Films
B_2615,Big Bad Wolves,77,NOT RATED,Comedy;Drama;Mystery & Suspense,Ahron Keshales;Navot Papushado,Ahron Keshales;Navot Papushado,19184,2014-01-17,110,Magnolia Pictures
B_2616,The Rocket,96,NOT RATED,Drama,Kim Mordaunt,Kim Mordaunt,NA,2014-01-10,96,Kino Lorber
B_2617,The Trials Of Muhammad Ali,89,NOT RATED,Documentary;Special Interest,Bill Siegel,NA,57607,2013-08-23,94,Kino Lorber
B_2618,Devil's Due,17,R,Horror,Matt Bettinelli-Olpin;Tyler Gillett,Lindsay Devlin,NA,2014-01-17,89,20th Century Fox
B_2619,The Selfish Giant,97,NOT RATED,Drama,Clio Barnard,Clio Barnard,12189,2013-12-20,91,Sundance Selects
B_2620,The Invisible Woman,77,R,Drama,Ralph Fiennes,Abi Morgan,1200000,2013-12-25,111,Sony Pictures Classics
B_2621,Philomena,92,PG-13,Drama,Stephen Frears,Jeff Pope;Steve Coogan,NA,2013-11-22,98,The Weinstein Company
B_2622,Trap For Cinderella,25,NOT RATED,Drama,Iain Softley,Iain Softley,NA,2013-12-13,100,IFC Midnight
B_2623,Gloria,99,R,Art House & International;Drama,SebastiÃ¡n Lelio,Gonzalo Maza;SebastiÃ¡n Lelio;Gustavo Maza,1587655,2014-01-24,108,Roadside Attractions
B_2624,Gimme Shelter,25,PG-13,Drama,Ron Krauss,Ron Krauss,1359563,2014-01-24,100,Roadside Attractions
B_2625,A Farewell to Fools,40,PG-13,Comedy;Drama,Bogdan Dreyer,Anusavan Salamanian,NA,2014-03-07,90,Monterey Media
B_2626,Barefoot,14,PG-13,Comedy;Drama;Romance,Andrew Fleming,Stephen Zotnowski,11766,2014-02-21,90,Roadside Attractions
B_2627,Better Living Through Chemistry,20,G,Comedy;Drama,David Posamentier;Geoff Moore,David Posamentier;Geoff Moore,51772,2014-03-14,92,IDP/Samuel goldwyn Films
B_2628,Locker 13,13,R,Drama;Mystery & Suspense,Bruce Dellis;George Huang;Adam Montierth;Jason Marsden;Donovan Montierth;Matthew Mebane,Bruce Dellis;Cameron Young;Jason Marsden;Jose Rosete;George Huang;John A. Waldron;Jason Walters;Adam Montierth;Donovan Montierth,NA,2014-03-28,90,Brothers' Ink Productions
B_2629,Boys of Abu Ghraib,30,R,Drama;Mystery & Suspense,Luke Moran,Luke Moran,NA,2014-03-28,102,
B_2630,Young at Heart (1954),86,PG,Classics;Drama;Musical & Performing Arts;Romance,Gordon Douglas,Julius J. Epstein;Lenore J. Coffee,NA,1954-12-01,117,
B_2631,August: Osage County,65,R,Drama,John Wells,Tracy Letts,29202643,2013-12-25,121,The Weinstein Company
B_2632,Switch,50,NOT RATED,Action & Adventure;Documentary;Drama,Thomas Hefferon,NA,NA,2012-09-20,120,Arcos Pictures
B_2633,Great Expectations,65,PG-13,Classics;Drama,Mike Newell,Rowan Joffe;David Nicholls,258656,2013-11-08,128,Main Street Films
B_2634,Nurse,59,R,Horror,Douglas Aarniokoski,David Loughery;Douglas Aarniokoski,NA,2014-02-07,84,The Film Arcade
B_2635,The Curse Of The Gothic Symphony (2011),100,NOT RATED,Documentary;Musical & Performing Arts;Special Interest,Randall Wood,NA,NA,NA,82,First Run Features
B_2636,The Secret Life Of Walter Mitty,51,PG,Action & Adventure;Comedy;Drama,Ben Stiller,Steven Conrad,33223430,2013-12-25,114,20th Century Fox
B_2637,The End Of Time,78,PG,Documentary;Special Interest,Peter Mettler,Peter Mettler,3776,2013-11-29,114,First Run Features
B_2638,The Hobbit: The Desolation of Smaug,74,PG-13,Action & Adventure;Science Fiction & Fantasy,Peter Jackson,J.R.R. Tolkien;Fran Walsh;Guillermo del Toro;Peter Jackson;Philippa Boyens,180443783,2013-12-13,161,Warner Bros.
B_2639,Everyday,73,NOT RATED,Drama,Michael Winterbottom,Laurence Coriat;Michael Winterbottom,NA,2013-11-22,106,Sundance Selects
B_2640,Ride Along,19,PG-13,Action & Adventure;Comedy,Tim Story,Gregory Coolidge;Jason Mantzoukas;Greg Coolidge;Phil Hay;Matt Manfredi;Gregory Coolidge,110374905,2014-01-17,99,Universal Pictures
B_2641,Sound City,100,NOT RATED,Documentary;Musical & Performing Arts,Dave Grohl,Mark Monroe,419361,2013-02-01,108,Variance Films
B_2642,Grudge Match,30,PG-13,Comedy;Drama;Sports & Fitness,Peter Segal,Rodney Rothman;Tim Kelleher,14885004,2013-12-25,113,Warner Bros. Pictures
B_2643,I Am Divine,96,NOT RATED,Documentary;Special Interest,Jeffrey Schwarz,NA,60003,2013-10-25,90,Wolfe Releasing
B_2644,Murph: The Protector,78,PG,Documentary;Special Interest,Scott Mactavish,Scott Mactavish,NA,2013-03-22,76,Mactavish Pictures
B_2645,At Middleton,57,R,Comedy;Romance,Adam Rodgers,Adam Rodgers;Glenn German,52926,2014-01-31,100,Anchor Bay and Freestyle Releasing
B_2646,Justin Bieber's Believe,53,PG,Documentary;Drama;Musical & Performing Arts,Jon M. Chu,NA,2610574,2013-12-25,93,Freestyle Digital Media
B_2647,War of the Worlds: Goliath,0,PG-13,Action & Adventure;Animation;Science Fiction & Fantasy,Joe Pearson,Joe Pearson;David Abramowitz,NA,2014-03-07,85,Anderson Digital
B_2648,Beneath,31,NOT RATED,Horror,Larry Fessenden,Tony Daniel;Brian D. Smith,NA,2013-05-03,90,Universal Pictures
B_2649,Cavemen,8,R,Comedy;Romance,Herschel Faber,Herschel Faber,NA,2014-02-07,88,Well Go USA
B_2650,A Field in England,88,NOT RATED,Drama;Horror,Ben Wheatley,Ben Wheatley;Amy Jump,30716,2014-02-07,90,Drafthouse Films
B_2651,Bastards,67,NOT RATED,Drama;Mystery & Suspense,Claire Denis,Jean-Pol Fargeau;Claire Denis,NA,2013-10-23,101,IFC Films
B_2652,A Touch of Sin,93,NOT RATED,Drama,Zhangke Jia,Zhangke Jia,NA,2013-10-04,125,Kino Lorber
B_2653,Best Night Ever,0,R,Comedy,Jason Friedberg;Aaron Seltzer,Jason Friedberg;Aaron Seltzer,NA,2014-01-31,82,The Safran Company
B_2654,Snake & Mongoo$e,80,PG-13,Drama,Wayne Holloway,Wayne Holloway;Alan Paradise,NA,2013-08-09,102,Rocky Mountain Pictures
B_2655,Paranormal Activity: The Marked Ones,38,R,Horror,Christopher Landon,Christopher Landon,28605090,2014-01-03,84,Paramount Pictures
B_2656,Back in the Day,11,R,Comedy;Drama,Michael Rosenbaum,Michael Rosenbaum,NA,2014-01-17,93,Screen Media Films
B_2657,Flowers in the Attic,52,NOT RATED,Documentary;Drama,Deborah Chow,Kayla Alpert,NA,NA,90,
B_2658,Black Coffee,33,PG,Comedy;Romance,Mark Harris,Mark Harris,NA,2014-01-10,85,
B_2659,Date And Switch,30,R,Comedy,Chris Nelson;Christopher Nelson,Alan Yang,NA,2014-02-14,91,
B_2660,Lizzie Borden Took an Ax,43,NOT RATED,Drama;Television,Nick Gomez,Stephen Kay,NA,NA,88,
B_2661,Holy Ghost People,43,R,Drama;Mystery & Suspense,Mitchell Altieri,Phil Flores;Kevin Artigue;Joe Egender;Mitchell Altieri;Mary Hamilton,NA,2014-02-21,93,Xlrator Media
B_2662,No Holds Barred1989,11,PG-13,Action & Adventure;Comedy;Drama,Thomas J. Wright,Dennis Hackin,NA,1989-06-02,98,
B_2663,The Freshman (College Days)1925,93,NOT RATED,Classics;Comedy,Fred Newmeyer;Sam Taylor,Ted Wilde;John Wesley Grey;Sam Taylor;Jean Havez;Tim Whelan Sr.;Clyde Bruckman;Lex Neal,NA,1925-09-20,70,
B_2664,47 Ronin,15,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Carl Erik Rinsch,Chris Morgan;Hossein Amini,20518224,2013-12-25,127,Universal Pictures
B_2665,Odd Thomas,35,NOT RATED,Mystery & Suspense,Stephen Sommers,Stephen Sommers,NA,2014-02-28,96,
B_2666,Knights of Badassdom,62,R,Action & Adventure;Comedy;Horror;Science Fiction & Fantasy,Joe Lynch (V),Matt Wall;Kevin Dreyfuss,NA,2014-01-21,85,Entertainment One Films
B_2667,Walking With Dinosaurs,24,PG,Documentary;Kids & Family,Neil Nightingale;Pierre De Lespinios;Barry Cook,John Collee;Theodore Thomas,23446920,2013-12-20,87,20th Century Fox
B_2668,Chinese Zodiac,38,PG-13,Action & Adventure,Jackie Chan,Jackie Chan,NA,2013-10-18,141,
B_2669,Anchorman 2: The Legend Continues,75,PG-13,Comedy,Adam McKay,Will Ferrell;Adam McKay,76820043,2013-12-18,119,Paramount Pictures
B_2670,Forgetting The Girl,71,NOT RATED,Drama;Mystery & Suspense,Nate Taylor,Peter Moore Smith,NA,2013-10-11,85,Film Movement
B_2671,The Wolf of Wall Street,78,R,Drama,Martin Scorsese,Terence Winter,91330760,2013-12-25,179,Paramount Studios
B_2672,Delivery Man,39,PG-13,Comedy,Ken Scott (V),Ken Scott (V),30659817,2013-11-22,103,Walt Disney Pictures
B_2673,Welcome to the Jungle,22,NOT RATED,Action & Adventure;Comedy,Rob Meltzer,Jeff Kauffmann,NA,2014-02-07,95,
B_2674,The Truth About Emanuel,34,NOT RATED,Comedy;Drama;Mystery & Suspense,Francesca Gregorini,Francesca Gregorini,NA,2014-01-10,96,Tribeca Films. Well Go USA
B_2675,Viola,90,NOT RATED,Art House & International;Drama,MatÃ­as PiÃ±eiro,MatÃ­as PiÃ±eiro,6275,2013-07-12,65,
B_2676,"Camille Claudel, 1915",80,NOT RATED,Drama,Bruno Dumont,Bruno Dumont,22540,2013-10-16,97,
B_2677,Girl On A Bicycle,8,R,Comedy;Romance,Jeremy Leven,Jeremy Leven,NA,2014-02-14,101,Monterey Media
B_2678,Mandela: Long Walk to Freedom,61,PG-13,Drama,Justin Chadwick,William Nicholson,4733032,2013-11-29,141,The Weinstein Co.
B_2679,Loves Her Gun,75,NOT RATED,Action & Adventure;Drama,Geoff Marslett,Geoff Marslett;Lauren Modery;Geoff Lerer,NA,2014-01-10,99,Devolver Digital
B_2680,The Punk Singer,90,NOT RATED,Documentary;Musical & Performing Arts,Sini Anderson,NA,121418,2013-11-29,80,IFC Films
B_2681,American Hustle,93,R,Drama,David O. Russell,Eric Warren Singer;David O. Russell,99165609,2013-12-20,129,Sony Pictures
B_2682,Let The Fire Burn,98,NOT RATED,Documentary;Special Interest,Jason Osder,NA,59033,2013-10-02,95,Zeitgeist Films
B_2683,Le passÃ© (The Past),93,PG-13,Drama,Asghar Farhadi,Asghar Farhadi,NA,2013-12-20,130,Sony Pictures Classics
B_2684,The Great Beauty,91,NOT RATED,Comedy;Drama,Paolo Sorrentino,Paolo Sorrentino;Umberto Contarello,NA,2013-11-15,142,Janus Films
B_2685,Angels in Stardust,29,PG-13,Comedy;Drama,William Robert Carey,William Robert Carey,NA,2014-02-21,101,Arc Entertainment
B_2686,The Conspiracy,86,R,Horror;Mystery & Suspense,Christopher MacBride,Christopher MacBride,NA,2013-08-08,85,Xlrator Media
B_2687,Contracted,53,NOT RATED,Drama;Horror;Mystery & Suspense,Eric England,Eric England,3328,2013-11-22,84,IFC Films
B_2688,When Jews Were Funny,67,NOT RATED,Comedy;Documentary;Special Interest,Alan Zweig,Alan Zweig,NA,NA,90,First Run Features
B_2689,The Bag Man,9,R,Drama,David Grovic,David Grovic;Paul Conway,48817,2014-02-28,108,Cinedigm Entertainment
B_2690,Home,88,NOT RATED,Drama,Jono Oliver,Jono Oliver,NA,2013-11-22,112,eOne
B_2691,The Pirate Fairy,80,G,Animation;Kids & Family;Science Fiction & Fantasy,Peggy Holmes,Jeffrey M. Howard;Kate Kondell,5545809,2014-02-13,78,Walt Disney Home Entertainment
B_2692,Free Ride,14,NOT RATED,Drama,Shana Betz,Shana Betz,NA,2014-01-10,86,
B_2693,HairBrained,24,PG-13,Comedy;Drama,Billy Kent,Adam Wierzbianski,NA,2014-02-28,97,Vertical Entertainment
B_2694,A Brief History of Time (1992),94,G,Documentary;Special Interest,Errol Morris,Stephen Hawking,NA,1992-01-01,85,
B_2695,Frozen,90,PG,Animation;Kids & Family,Jennifer Lee;Chris Buck,Jennifer Lee,400736600,2013-11-27,102,Walt Disney Pictures
B_2696,Swerve,37,R,Art House & International;Drama;Mystery & Suspense,Craig Lahiff,Craig Lahiff,NA,2013-12-06,87,Cohen Media Group
B_2697,The Hunger Games: Catching Fire,89,PG-13,Action & Adventure;Science Fiction & Fantasy,Francis Lawrence,Simon Beaufoy;Michael DeBruyn;Suzanne Collins,336663349,2013-11-22,146,Lionsgate Films
B_2698,Yogawoman,36,NOT RATED,Documentary;Special Interest;Sports & Fitness,Saraswati Clere;Kate Clere McIntyre,Kate Clere McIntyre;Saraswati Clere,NA,2012-10-19,84,Shadow Distribution
B_2699,Kill Your Darlings,75,R,Drama;Mystery & Suspense;Romance,John Krokidas,John Krokidas;Austin Bunn,679958,2013-10-16,100,Sony Pictures Classics
B_2700,Out of the Furnace,54,R,Drama,Scott Cooper,Scott Cooper,8314341,2013-12-06,116,Relativity Media
B_2701,Day of the Flowers,58,NOT RATED,Comedy;Drama;Romance,John Roberts,Eirene Houston,NA,NA,100,NA
B_2702,Homefront,42,R,Action & Adventure;Drama;Mystery & Suspense,Gary Fleder,Sylvester Stallone,12641119,2013-11-27,100,Open Road Films
B_2703,Beyond Outrage,44,R,Action & Adventure,Takeshi Kitano,Takeshi Kitano,NA,2014-01-03,110,Magnet Releasing
B_2704,Here Comes the Devil,42,R,Horror;Mystery & Suspense,Adrian GarcÃ­a Bogliano,Adrian GarcÃ­a Bogliano,NA,2013-12-13,98,Magnolia Pictures
B_2705,The Patience Stone,86,R,Drama,Atiq Rahimi,Atiq Rahimi;Jean-Claude Carriere,71282,2013-08-14,102,Sony Pictures Classics
B_2706,The Time Being,25,NOT RATED,Drama;Mystery & Suspense,Nenad Cicin-Sain,Nenad Cicin-Sain;Richard N. Gladstein,NA,2013-07-26,88,Tribeca Film
B_2707,All Stars,56,PG,Art House & International;Comedy,Ben Gregor,Paul Gerstenberger,760142,NA,106,
B_2708,Crave,29,NOT RATED,Drama;Mystery & Suspense,Charles de Lauzirika,Charles de Lauzirika;Robert Lawton,NA,2013-12-06,113,Phase 4 Films
B_2709,Easy Money: Hard to Kill,53,NOT RATED,Action & Adventure;Drama;Mystery & Suspense,Babak Najafi,Maria Karlsson,NA,2014-02-14,99,Cinedigm
B_2710,Saving Mr. Banks,78,PG-13,Comedy;Drama,John Lee Hancock,Kelly Marcel;Sue Smith,53260198,2013-12-20,120,Walt Disney Pictures
B_2711,The Broken Circle Breakdown,82,NOT RATED,Art House & International;Drama,Felix Van Groeningen,Carl Joos;Felix Van Groeningen,NA,2013-11-01,112,Tribeca Film
B_2712,Inside Llewyn Davis,93,R,Drama,Ethan Coen;Joel Coen,Ethan Coen;Joel Coen,9666762,2013-12-06,105,CBS Films
B_2713,The Book Thief,46,PG-13,Drama,Brian Percival,Michael Petroni,NA,2013-11-08,130,20th Century Fox
B_2714,In Fear,83,R,Mystery & Suspense,Jeremy Lovering,Jeremy Lovering,NA,2014-03-07,85,
B_2715,Geography Club,64,PG-13,Comedy,Gary Entin,Edmund Entin,NA,2013-11-15,83,Breaking Glass Pictures
B_2716,Flu (Gamgi),45,NOT RATED,Action & Adventure;Art House & International;Drama;Mystery & Suspense,Kim Sung-soo,Yeong-jong Lee;Kim Sung-soo,NA,2013-08-16,122,CJ Entertainment
B_2717,Khumba,44,NOT RATED,Action & Adventure;Animation;Kids & Family,Anthony Silverston,Anthony Silverston;Raffaella Delle Donne;Jonathan Roberts,90465,2013-12-06,85,Millenium Entertainment
B_2718,Mademoiselle C,50,R,Documentary,Fabien Constant,NA,NA,2013-09-11,100,Cohen Media Group
B_2719,The Happy Sad,69,NOT RATED,Drama,Rodney Evans,Ken Urban;Rodney Evans,7742,2013-08-16,86,Miasma Films
B_2720,Reasonable Doubt,13,R,Drama;Mystery & Suspense,Peter P. Croudins,Peter A. Dowling,NA,2014-01-17,91,
B_2721,Enemies Closer,77,R,Action & Adventure;Mystery & Suspense,Peter Hyams,Eric Bromberg;James Bromberg,NA,2014-01-24,84,After Dark Films
B_2722,Jamesy Boy,26,NOT RATED,Drama;Kids & Family;Special Interest,Trevor White,Trevor White;Lane Shadgett,NA,2014-01-17,109,Xlrator Media
B_2723,Commitment,40,NOT RATED,Action & Adventure;Drama;Mystery & Suspense,Hong-soo Park,KIM Soo-young,NA,2013-12-06,108,Well Go USA
B_2724,Sparks,80,NOT RATED,Action & Adventure;Drama;Mystery & Suspense,Todd Burrows;Christopher Folino,Christopher Folino,NA,2014-03-01,90,NA
B_2725,Dark House,9,R,Drama;Horror;Mystery & Suspense,Victor Salva,Victor Salva;Charles Agron,NA,2014-03-14,102,Charles Agron Productions
B_2726,Mr. Nobody,66,R,Art House & International;Drama;Science Fiction & Fantasy;Romance,Jaco Van Dormael,Jaco Van Dormael,3600,2013-11-01,155,Magnolia Pictures
B_2727,The Visitor1979,87,R,Horror;Science Fiction & Fantasy,Giulio Paradisi;Michael J. Paradise,Lou Comici;Robert Mundy,NA,1979-01-01,108,Drafthouse Films
B_2728,Gravity,96,PG-13,Drama;Science Fiction & Fantasy,Alfonso CuarÃ³n,Alfonso CuarÃ³n;JonÃ¡s CuarÃ³n;JonÃ¡s CuarÃ³n,274084951,2013-10-04,91,Warner Bros. Pictures
B_2729,You Will Be My Son,89,R,Drama,Gilles Legrand,Delphine DeVigand;Gilles Legrand,NA,2013-08-16,102,Cohen Media Group
B_2730,Thor: The Dark World,66,PG-13,Action & Adventure;Science Fiction & Fantasy,Alan Taylor,Christopher Yost;Christopher Markus;Stephen McFeely,206360018,2013-11-08,112,Walt Disney Pictures
B_2731,The Iran Job,89,NOT RATED,Documentary;Special Interest;Sports & Fitness,Till Schauder,Till Schauder,NA,2013-06-07,90,Film Movement
B_2732,Silence,90,R,Drama,Marquette Williams,Marquette Williams,NA,NA,91,Indican Pictures
B_2733,The Pervert's Guide To Ideology,92,NOT RATED,Documentary;Special Interest,Sophie Fiennes,Slavoj Zizek,66236,2013-11-01,134,Zeitgeist Films
B_2734,Twice Born,17,R,Drama,Sergio Castellitto,Sergio Castellitto;Margaret Mazzantini,14947,2013-12-06,124,Entertainment One
B_2735,The Knot,0,NOT RATED,Art House & International;Comedy;Romance,Jesse Lawrence Ferguson,Davie Fairbanks;Geoff Carino;Noel Clarke,NA,2012-10-05,92,
B_2736,12 Years a Slave,96,R,Drama,Steve McQueen (III),John Ridley,50628650,2013-10-18,134,Fox Searchlight
B_2737,Oldboy,41,R,Action & Adventure;Drama;Mystery & Suspense,Spike Lee,Mark Protosevich,1227546,2013-11-27,104,FilmDistrict
B_2738,The Grandmaster,79,PG-13,Action & Adventure;Art House & International;Drama;Special Interest,Kar-Wai Wong,Kar-Wai Wong;Jingzhi Zou;Haofeng Xu,6300000,2013-08-23,130,The Weinstein Company
B_2739,Girl Rising,89,PG-13,Documentary;Special Interest,Richard E. Robbins;Gareth Smith;Chris Wilcha;Jenny Lee Wright,Manjushree Thapa;Loung Ung;Marie Arana;Maaza Mengiste;Edwidge Danticat;Sooni Taraporevala;Mona Eltahawy;Zarghuna Kargar;Aminatta Forna,849484,2013-03-07,101,Gathr Films
B_2740,Afternoon Delight,67,R,Comedy;Drama,Jill Soloway,Jill Soloway,174496,2013-08-30,99,The Film Arcade
B_2741,Narco Cultura,88,R,Documentary;Special Interest,Shaul Schwarz,NA,144405,2013-11-22,103,Cinedigm Entertainment Group
B_2742,Lost In Thailand,67,NOT RATED,Comedy,Zheng Xu,Zheng Xu;Shu Huan;Ding Ding,NA,2013-02-08,105,
B_2743,Hours,60,PG-13,Drama;Mystery & Suspense,Eric Heisserer,Eric Heisserer,NA,2013-12-13,97,The Film Arcade
B_2744,Muscle Shoals,96,PG,Documentary;Musical & Performing Arts;Special Interest,Greg 'Freddy' Camalier;Greg Camalier,NA,695625,2013-09-27,111,Magnolia Pictures
B_2745,The Wait,25,R,Drama,M. Blash,M. Blash,NA,2014-01-31,96,Monterey Media
B_2746,Fists Of Legend,71,R,Action & Adventure;Drama,Woo-Suk Kang,Jang Min-seok,134065,2013-04-12,153,CJ Entertainment America
B_2747,Grace Unplugged,50,PG,Drama;Faith & Spirituality,Brad J. Silverman,Brad J. Silverman,2507106,2013-10-04,101,Roadside Attractions
B_2748,Reaching for the Moon,66,NOT RATED,Drama,Bruno Barreto,Julie Sayres;Matthew Chapman,28482,2013-11-08,116,Wolfe Releasing
B_2749,G.B.F.,82,R,Comedy,Darren Stein,George Northy,NA,2014-01-17,92,Vertical Entertainment
B_2750,All Is Lost,94,PG-13,Action & Adventure;Mystery & Suspense,J.C. Chandor,J.C. Chandor,4300353,2013-10-18,105,Lionsgate/Roadside Attractions
B_2751,Nebraska,91,R,Drama,Alexander Payne,Bob Nelson,11348612,2013-11-15,115,Paramount Pictures
B_2752,The Last Days On Mars,19,R,Science Fiction & Fantasy,Ruairi Robinson,Clive Dawson,NA,2013-12-06,91,Magnolia Pictures
B_2753,On The Job,100,NOT RATED,Action & Adventure;Mystery & Suspense,Erik Matti,Erik Matti;Michiko Yamamoto,NA,2013-09-27,120,Well Go US
B_2754,Cold Comes The Night,44,R,Drama;Mystery & Suspense,Tze Chun,Oz Perkins;Tze Chun;Nick Simon (II),NA,2014-01-10,91,Stage 6
B_2755,Pulling Strings,58,PG,Comedy;Drama,Pitipol Ybarra,Gabriel Ripstein;Oscar Orlando Torres;Issa LÃ³pez;Georgina Riedel,5831928,2013-10-04,110,Lionsgate Films
B_2756,Bullet,11,NOT RATED,Action & Adventure;Drama;Mystery & Suspense,Nick Lyon,Nick Lyon;Matthew Joynes;Ron Peer;Charlie Shahnaian,NA,NA,87,
B_2757,Hellbenders,29,R,Comedy;Horror;Mystery & Suspense,J.T. Petty,J.T. Petty,NA,2013-10-18,85,
B_2758,The Jungle Book1967,86,PG,Action & Adventure;Animation;Kids & Family;Musical & Performing Arts;Romance,Wolfgang Reitherman,Larry Clemmons;Ken Anderson;Vance Gerry;Ralph Wright,NA,1967-10-18,78,
B_2759,Ender's Game,61,PG-13,Action & Adventure;Science Fiction & Fantasy,Gavin Hood,Gavin Hood,61656849,2013-11-01,113,Summit Entertainment
B_2760,St Trinian's II: The Legend of Fritton's Gold2009,14,NOT RATED,Action & Adventure;Comedy,Oliver Parker;Barnaby Thompson,Piers Ashworth;Nick Moorcroft,NA,2009-12-31,106,PreviewNetworks
B_2761,22 Bullets,42,NOT RATED,Action & Adventure;Art House & International;Drama;Mystery & Suspense,Richard Berry,Eric Assous;Mathieu Delaporte;Richard Berry;Alexandre de la PatelliÃ¨re,NA,2013-11-08,117,EuropaCorp
B_2762,Romeo and Juliet,23,PG-13,Drama;Romance,Carlo Carlei,Julian Fellowes,1161089,2013-10-11,118,Relativity Media
B_2763,Jewtopia,10,NOT RATED,Comedy;Romance,Bryan Fogel,Sam Wolfson;Bryan Fogel,34117,2013-09-20,89,Le Petit Canyon
B_2764,Diana,8,PG-13,Drama,Oliver Hirschbiegel,Stephen Jeffreys,1049915,2013-11-01,107,Eone Films
B_2765,El artista y la modelo (The Artist and the Model),69,R,Drama,Fernando Trueba,Fernando Trueba;Jean-Claude Carriere,48139,2013-08-02,101,Cohen Media Group
B_2766,2 Jacks,33,NOT RATED,Drama,Bernard Rose,NA,NA,2013-10-18,90,Breaking Glass Pictures
B_2767,The Summit,61,R,Documentary;Special Interest;Sports & Fitness,Nick Ryan,Mark Monroe,140269,2013-10-04,99,IFC Films
B_2768,Wadjda,99,PG,Drama,Haifaa Al-Mansour,Haifaa Al-Mansour,1023558,2013-09-13,100,Sony Pictures Classics
B_2769,Spinning Plates,85,NOT RATED,Documentary;Special Interest,Joseph Levy,Joseph Levy,109756,2013-10-25,93,The Film Arcade
B_2770,The Counselor,35,R,Mystery & Suspense,Ridley Scott,Cormac McCarthy,14696331,2013-10-25,117,Fox Films
B_2771,Austenland,30,PG-13,Comedy;Drama;Romance,Jerusha Hess,Jerusha Hess;Shannon Hale,2155334,2013-08-16,97,Sony Pictures Classics
B_2772,Pussy Riot- - A Punk Prayer,82,NOT RATED,Documentary;Musical & Performing Arts;Special Interest,Maxim Pozdorovkin;Mike Lerner,NA,NA,2013-06-10,90,HBO Documentary Films
B_2773,The Inevitable Defeat of Mister & Pete,89,R,Drama,George Tillman Jr.,Michael Starrbury,487348,2013-10-11,108,Lionsgate Films
B_2774,The Best Man Holiday,70,R,Comedy,Malcolm D. Lee,Malcolm D. Lee,NA,2013-11-15,120,Universal Pictures
B_2775,Haunter,53,NOT RATED,Horror;Mystery & Suspense,Vincenzo Natali,Brian King,NA,2013-10-18,97,IFC Midnight
